Source,Target,Type,Id,Label,Weight
42466100,42466122,Undirected,1884,,2
42466122,42498609,Undirected,1886,,1
42466122,42466126,Undirected,1887,,2
42466126,42466130,Undirected,1889,,2
42466130,42471463,Undirected,1892,,1
42466130,42466132,Undirected,1893,,2
42466132,42521324,Undirected,1894,,2
42466132,42466138,Undirected,1895,,2
42466132,42526459,Undirected,1896,,2
42466138,42466141,Undirected,1899,,2
42466141,42466144,Undirected,1900,,2
42466144,42466146,Undirected,1903,,2
42466144,42508257,Undirected,1904,,1
42466146,42466150,Undirected,1906,,2
42466150,42470796,Undirected,1908,,2
42466150,2317301788,Undirected,1909,,2
42466172,42466179,Undirected,1910,,2
42466172,42496191,Undirected,1911,,1
42466179,1372888701,Undirected,1914,,1
42466179,42466180,Undirected,1915,,2
42466180,42466183,Undirected,1916,,2
42466180,42496186,Undirected,1918,,1
42466183,1372888591,Undirected,1919,,1
42466183,42466184,Undirected,1920,,2
42466184,42466186,Undirected,1922,,2
42466184,8132470015,Undirected,1924,,1
42466186,1372888835,Undirected,1925,,1
42466186,42466188,Undirected,1926,,2
42466188,42466189,Undirected,1929,,2
42466188,1372888590,Undirected,1930,,2
42466188,42496172,Undirected,1931,,2
42466189,42466191,Undirected,1932,,2
42466189,42496169,Undirected,1934,,1
42466191,3672622918,Undirected,1935,,2
42466191,1372888607,Undirected,1937,,1
42466196,42466202,Undirected,1938,,2
42466196,3672622918,Undirected,1939,,2
42466196,1372888808,Undirected,1940,,2
42466196,6003645709,Undirected,1941,,2
42466202,42492148,Undirected,1942,,2
42466202,42466204,Undirected,1943,,2
42466204,42471170,Undirected,1946,,1
42466204,42466209,Undirected,1947,,2
42466209,42514986,Undirected,1948,,1
42466209,42466214,Undirected,1949,,2
42466214,42466219,Undirected,1952,,2
42466214,1372888770,Undirected,1953,,2
42466219,1372888548,Undirected,1954,,1
42466219,42466227,Undirected,1955,,2
42466227,42528849,Undirected,1957,,1
42466227,42466234,Undirected,1958,,2
42466234,1372888856,Undirected,1960,,1
42466234,42466239,Undirected,1961,,2
42466239,42466244,Undirected,1963,,2
42466239,42468459,Undirected,1965,,1
42466244,1372888616,Undirected,1966,,1
42466244,42466249,Undirected,1967,,2
42466249,42466259,Undirected,1969,,2
42466259,1372888558,Undirected,1971,,1
42466259,42466266,Undirected,1972,,2
42466266,42529939,Undirected,1974,,1
42466266,4733889768,Undirected,1976,,2
42466282,42466290,Undirected,1977,,2
42466282,4733889768,Undirected,1978,,2
42466282,42529935,Undirected,1979,,1
42466290,42466299,Undirected,1980,,1
42466290,1372888911,Undirected,1981,,2
42466290,42497788,Undirected,1982,,2
42466299,42466306,Undirected,1984,,1
42466299,42491608,Undirected,1985,,1
42466306,42491599,Undirected,1986,,1
42466343,4205909295,Undirected,1987,,2
42466343,42493852,Undirected,1988,,1
42466343,2328373100,Undirected,1989,,2
42466367,1817092654,Undirected,1990,,2
42466367,461220613,Undirected,1991,,1
42466367,5992099815,Undirected,1992,,2
42466376,42509213,Undirected,1993,,2
42466376,42491220,Undirected,1994,,1
42466376,42466378,Undirected,1995,,1
42466378,42466383,Undirected,1996,,1
42466378,42509209,Undirected,1997,,1
42466383,2987758896,Undirected,1998,,1
42466383,42467929,Undirected,1999,,2
42466383,42467919,Undirected,2000,,2
42466389,42466392,Undirected,2001,,1
42466392,2987758901,Undirected,2002,,1
42466392,42466395,Undirected,2003,,1
42466395,8672287425,Undirected,2004,,1
42466395,42466398,Undirected,2005,,1
42466398,42476648,Undirected,2006,,1
42466398,42466401,Undirected,2007,,1
42466401,42476651,Undirected,2008,,1
42466405,42466401,Undirected,2009,,1
42466405,42476651,Undirected,2010,,1
42466412,42504046,Undirected,2011,,2
42466412,42478369,Undirected,2012,,2
42466413,42466419,Undirected,2013,,1
42466413,42466412,Undirected,2014,,1
42466413,42471731,Undirected,2015,,1
42466419,42466423,Undirected,2016,,1
42466419,42471789,Undirected,2017,,1
42466423,42478376,Undirected,2018,,2
42466423,42466431,Undirected,2019,,1
42466423,42510121,Undirected,2020,,2
42466431,42466432,Undirected,2021,,1
42466431,42492309,Undirected,2022,,1
42466432,42479649,Undirected,2023,,1
42466432,42478390,Undirected,2024,,1
42466438,42502404,Undirected,2025,,1
42466440,42466438,Undirected,2026,,1
42466440,42523195,Undirected,2027,,1
42466447,42466440,Undirected,2028,,1
42466447,42517476,Undirected,2029,,1
42466454,42497788,Undirected,2030,,2
42466454,42497784,Undirected,2031,,2
42466454,42466447,Undirected,2032,,1
42466468,42466454,Undirected,2033,,1
42466468,42527865,Undirected,2034,,1
42466481,42524889,Undirected,2035,,1
42466481,42466468,Undirected,2036,,1
42466491,42527868,Undirected,2037,,1
42466491,42466481,Undirected,2038,,1
42466492,42466491,Undirected,2039,,1
42466492,42498536,Undirected,2040,,1
42466495,42466492,Undirected,2041,,1
42466496,42466495,Undirected,2042,,1
42466496,42529944,Undirected,2043,,1
42466496,42527875,Undirected,2044,,2
42466499,42466496,Undirected,2045,,1
42466500,42479032,Undirected,2046,,2
42466500,42479028,Undirected,2047,,2
42466500,42466499,Undirected,2048,,1
42466502,10859189655,Undirected,2049,,2
42466502,42466500,Undirected,2050,,1
42466508,42514967,Undirected,2051,,1
42466508,5996258523,Undirected,2052,,1
42466510,12471848378,Undirected,2053,,2
42466510,42466508,Undirected,2054,,1
42466512,42466510,Undirected,2055,,1
42466512,42505920,Undirected,2056,,2
42466513,42488917,Undirected,2057,,1
42466513,42466512,Undirected,2058,,1
42466513,42488921,Undirected,2059,,2
42466517,6003645710,Undirected,2060,,2
42466525,598788317,Undirected,2061,,1
42466525,598788329,Undirected,2062,,1
42466541,42466554,Undirected,2063,,2
42466554,42466557,Undirected,2064,,2
42466554,42503016,Undirected,2066,,2
42466554,42507962,Undirected,2067,,2
42466557,42466561,Undirected,2068,,2
42466557,42507964,Undirected,2070,,2
42466561,42466564,Undirected,2071,,2
42466561,42523659,Undirected,2073,,2
42466564,42466573,Undirected,2074,,2
42466573,42466579,Undirected,2077,,2
42466573,42495761,Undirected,2078,,1
42466579,42466586,Undirected,2079,,2
42466579,42476451,Undirected,2081,,2
42466579,42476446,Undirected,2082,,2
42466586,42466588,Undirected,2083,,2
42466586,42500215,Undirected,2085,,1
42466588,42466591,Undirected,2086,,2
42466588,42529665,Undirected,2088,,1
42466591,42466593,Undirected,2089,,2
42466591,42512040,Undirected,2091,,1
42466593,42466596,Undirected,2092,,2
42466593,42486862,Undirected,2094,,1
42466596,42466598,Undirected,2095,,2
42466596,42497211,Undirected,2097,,1
42466598,4203227192,Undirected,2099,,2
42466598,42529659,Undirected,2100,,1
42466608,11523826208,Undirected,2101,,1
42466608,5263146771,Undirected,2102,,2
42466615,42471932,Undirected,2103,,2
42466615,42501528,Undirected,2104,,2
42466617,42518674,Undirected,2105,,2
42466617,42525906,Undirected,2106,,2
42466617,42466615,Undirected,2107,,1
42466621,42518676,Undirected,2108,,2
42466621,42525835,Undirected,2109,,2
42466621,42466617,Undirected,2110,,1
42466621,42466625,Undirected,2111,,2
42466631,42466639,Undirected,2113,,1
42466639,42461626,Undirected,2114,,1
42466639,42461074,Undirected,2115,,1
42466655,1691133774,Undirected,2116,,2
42466655,42476137,Undirected,2117,,1
42466682,42495734,Undirected,2118,,1
42466683,42466682,Undirected,2119,,1
42466683,42497866,Undirected,2120,,1
42466720,9052439060,Undirected,2121,,1
42466720,42519351,Undirected,2122,,1
42466772,6814984966,Undirected,2123,,2
42466772,42492887,Undirected,2124,,2
42466772,42466774,Undirected,2125,,2
42466774,42492888,Undirected,2127,,2
42466774,42496078,Undirected,2128,,2
42466786,1372888754,Undirected,2129,,1
42466786,42492838,Undirected,2130,,1
42466792,42477084,Undirected,2131,,2
42466792,42477081,Undirected,2132,,2
42466792,42465459,Undirected,2133,,1
42466796,42466792,Undirected,2134,,1
42466796,42487481,Undirected,2135,,2
42466796,42487477,Undirected,2136,,2
42466799,42466796,Undirected,2137,,1
42466799,42526691,Undirected,2138,,2
42466799,42492845,Undirected,2139,,2
42466801,42466799,Undirected,2140,,1
42466801,42473446,Undirected,2141,,2
42466801,42473442,Undirected,2142,,2
42466804,42466801,Undirected,2143,,1
42466804,42492851,Undirected,2144,,2
42466804,42526035,Undirected,2145,,2
42466807,42460906,Undirected,2146,,1
42466807,42526699,Undirected,2147,,2
42466807,42492855,Undirected,2148,,2
42466812,42523999,Undirected,2149,,1
42466812,42460228,Undirected,2150,,1
42466815,42492865,Undirected,2151,,1
42466815,42466812,Undirected,2152,,1
42466818,42526711,Undirected,2153,,2
42466818,42492868,Undirected,2154,,2
42466818,42466815,Undirected,2155,,1
42466821,42490803,Undirected,2156,,2
42466821,42490797,Undirected,2157,,2
42466821,42466818,Undirected,2158,,1
42466826,42501588,Undirected,2159,,2
42466826,42488107,Undirected,2160,,2
42466826,42466821,Undirected,2161,,1
42466831,42466826,Undirected,2162,,1
42466831,42488110,Undirected,2163,,1
42466834,42466836,Undirected,2164,,2
42466834,42512290,Undirected,2165,,2
42466834,42492877,Undirected,2166,,2
42466834,42466831,Undirected,2167,,1
42466853,42479405,Undirected,2169,,2
42466853,42464200,Undirected,2170,,1
42466853,42479403,Undirected,2171,,2
42466856,42526793,Undirected,2172,,2
42466856,42466853,Undirected,2173,,1
42466856,42466860,Undirected,2174,,2
42466856,42527832,Undirected,2175,,2
42466873,42466876,Undirected,2177,,1
42466873,42519368,Undirected,2178,,2
42466876,42466879,Undirected,2179,,1
42466876,42519786,Undirected,2180,,1
42466879,42481518,Undirected,2181,,2
42466879,42481520,Undirected,2182,,2
42466883,42466887,Undirected,2183,,1
42466883,42535407,Undirected,2184,,2
42466883,42519346,Undirected,2185,,2
42466887,42466890,Undirected,2186,,1
42466887,42535790,Undirected,2187,,2
42466887,42519351,Undirected,2188,,2
42466890,42535920,Undirected,2189,,2
42466890,42463482,Undirected,2190,,1
42466890,42519358,Undirected,2191,,2
42466896,42524872,Undirected,2192,,2
42466896,42466898,Undirected,2193,,1
42466896,42524875,Undirected,2194,,2
42466898,42466900,Undirected,2195,,1
42466898,42519381,Undirected,2196,,2
42466898,42533780,Undirected,2197,,2
42466900,42466902,Undirected,2198,,1
42466900,42470962,Undirected,2199,,2
42466900,42470961,Undirected,2200,,2
42466902,42526658,Undirected,2201,,2
42466902,42519385,Undirected,2202,,2
42466921,42471953,Undirected,2203,,1
42466921,42467004,Undirected,2204,,2
42466921,42471879,Undirected,2205,,2
42466923,42467004,Undirected,2206,,1
42466923,42466921,Undirected,2207,,1
42466926,42505475,Undirected,2208,,1
42466926,42466923,Undirected,2209,,1
42466929,42505482,Undirected,2210,,2
42466929,42516233,Undirected,2211,,2
42466929,42466926,Undirected,2212,,1
42466932,42516238,Undirected,2213,,1
42466932,42466929,Undirected,2214,,1
42466939,42473213,Undirected,2215,,1
42466939,42466932,Undirected,2216,,1
42466943,42477909,Undirected,2217,,1
42466943,42466939,Undirected,2218,,1
42466947,42473217,Undirected,2219,,1
42466947,42466943,Undirected,2220,,1
42466950,42466947,Undirected,2221,,1
42466950,42516250,Undirected,2222,,1
42466957,42473229,Undirected,2223,,1
42466957,42466950,Undirected,2224,,1
42466959,42473232,Undirected,2225,,1
42466959,42466957,Undirected,2226,,1
42466960,42515255,Undirected,2227,,1
42466960,42466959,Undirected,2228,,1
42466962,42473245,Undirected,2229,,1
42466962,42466960,Undirected,2230,,1
42466965,42516263,Undirected,2231,,1
42466965,42466962,Undirected,2232,,1
42466966,42473255,Undirected,2233,,1
42466966,42466965,Undirected,2234,,1
42466967,42466966,Undirected,2235,,1
42466967,42516267,Undirected,2236,,2
42466967,42473259,Undirected,2237,,2
42466970,2969849195,Undirected,2238,,1
42466970,42466967,Undirected,2239,,1
42466971,42466970,Undirected,2240,,1
42466971,42473266,Undirected,2241,,1
42466972,42489060,Undirected,2242,,1
42466972,42466971,Undirected,2243,,1
42466974,42473278,Undirected,2244,,1
42466974,42466972,Undirected,2245,,1
42466975,42516279,Undirected,2246,,1
42466975,42466974,Undirected,2247,,1
42466977,42466975,Undirected,2248,,1
42466977,42506695,Undirected,2249,,2
42466977,42473289,Undirected,2250,,2
42466978,42473293,Undirected,2251,,1
42466978,42466977,Undirected,2252,,1
42466980,42502371,Undirected,2253,,1
42466980,42466978,Undirected,2254,,1
42466982,42473297,Undirected,2255,,1
42466982,42466980,Undirected,2256,,1
42466983,9405863715,Undirected,2257,,2
42466983,42466982,Undirected,2258,,1
42466984,42466983,Undirected,2259,,1
42466986,42466984,Undirected,2260,,1
42466986,42473307,Undirected,2261,,1
42467004,42494830,Undirected,2262,,2
42467016,42467018,Undirected,2264,,2
42467016,42469606,Undirected,2265,,2
42467016,42488421,Undirected,2266,,2
42467018,42471722,Undirected,2268,,1
42467018,42467023,Undirected,2269,,2
42467023,42469612,Undirected,2270,,1
42467023,42467024,Undirected,2271,,2
42467024,42469614,Undirected,2273,,2
42467024,42488429,Undirected,2274,,2
42467024,42467026,Undirected,2275,,2
42467026,42469615,Undirected,2277,,1
42467026,42467029,Undirected,2279,,2
42467029,42467030,Undirected,2280,,2
42467029,42488436,Undirected,2282,,1
42467030,42469621,Undirected,2283,,1
42467030,42467033,Undirected,2284,,2
42467033,42469624,Undirected,2286,,2
42467033,42488442,Undirected,2287,,2
42467038,597728147,Undirected,2290,,2
42467038,42470380,Undirected,2291,,1
42467065,4929411563,Undirected,2293,,1
42467065,42485112,Undirected,2294,,2
42467069,42467065,Undirected,2295,,1
42467069,42497552,Undirected,2296,,2
42467069,42485115,Undirected,2297,,2
42467075,42491660,Undirected,2298,,2
42467075,42491671,Undirected,2299,,2
42467077,42467075,Undirected,2300,,1
42467077,42497508,Undirected,2301,,2
42467077,42485081,Undirected,2302,,2
42467079,42485084,Undirected,2303,,1
42467079,42467077,Undirected,2304,,1
42467081,42467079,Undirected,2305,,1
42467081,42481677,Undirected,2306,,1
42467083,42485089,Undirected,2307,,2
42467083,42496549,Undirected,2308,,2
42467083,42467081,Undirected,2309,,1
42467095,42497520,Undirected,2310,,1
42467095,42467083,Undirected,2311,,1
42467104,42467484,Undirected,2312,,1
42467104,42467095,Undirected,2313,,1
42467111,42475526,Undirected,2314,,2
42467111,42475522,Undirected,2315,,2
42467111,42467104,Undirected,2316,,1
42467114,42467111,Undirected,2317,,1
42467114,42485103,Undirected,2318,,1
42467121,42501528,Undirected,2319,,2
42467121,42489596,Undirected,2320,,2
42467123,42525906,Undirected,2321,,2
42467123,42489598,Undirected,2322,,2
42467123,42467121,Undirected,2323,,1
42467127,42525835,Undirected,2324,,2
42467127,42467135,Undirected,2325,,2
42467127,42489601,Undirected,2326,,2
42467127,42467123,Undirected,2327,,1
42467138,42501006,Undirected,2329,,2
42467138,824069025,Undirected,2330,,2
42467138,42485187,Undirected,2331,,2
42467138,42467139,Undirected,2332,,2
42467139,42467143,Undirected,2333,,2
42467139,42511380,Undirected,2334,,2
42467139,42528533,Undirected,2336,,2
42467143,42472384,Undirected,2338,,2
42467143,42467150,Undirected,2339,,1
42467143,42468338,Undirected,2340,,2
42467150,42468342,Undirected,2341,,1
42467150,42464682,Undirected,2342,,1
42467155,42468359,Undirected,2343,,2
42467155,42472371,Undirected,2344,,2
42467155,42467157,Undirected,2345,,1
42467157,42468365,Undirected,2346,,1
42467157,42467159,Undirected,2347,,1
42467159,42472365,Undirected,2348,,2
42467159,42468366,Undirected,2349,,2
42467159,42467160,Undirected,2350,,1
42467160,42472363,Undirected,2351,,1
42467160,42467162,Undirected,2352,,1
42467162,42472359,Undirected,2353,,2
42467162,42468368,Undirected,2354,,2
42467162,42467164,Undirected,2355,,1
42467164,42467167,Undirected,2356,,1
42467164,42472355,Undirected,2357,,1
42467167,42467168,Undirected,2358,,1
42467167,42468372,Undirected,2359,,1
42467168,42467172,Undirected,2360,,1
42467168,42468373,Undirected,2361,,2
42467168,42472346,Undirected,2362,,2
42467172,42467175,Undirected,2363,,1
42467172,42468375,Undirected,2364,,2
42467175,42472342,Undirected,2365,,2
42467175,42468377,Undirected,2366,,2
42467175,42467180,Undirected,2367,,1
42467180,42472336,Undirected,2368,,2
42467180,42468379,Undirected,2369,,2
42467180,1942054891,Undirected,2370,,1
42467192,42465376,Undirected,2371,,1
42467192,42493044,Undirected,2372,,1
42467213,42467215,Undirected,2374,,2
42467213,42470615,Undirected,2375,,1
42467215,42467219,Undirected,2376,,2
42467215,42537333,Undirected,2378,,2
42467219,42467222,Undirected,2380,,2
42467219,42524799,Undirected,2381,,2
42467222,42470671,Undirected,2383,,1
42467230,42494818,Undirected,2384,,1
42467231,42467235,Undirected,2385,,1
42467231,42489119,Undirected,2386,,2
42467231,42489115,Undirected,2387,,2
42467231,42467230,Undirected,2388,,1
42467235,42475830,Undirected,2389,,1
42467240,42487983,Undirected,2390,,2
42467240,42487979,Undirected,2391,,2
42467242,42488681,Undirected,2392,,1
42467242,42467240,Undirected,2393,,1
42467244,5263132682,Undirected,2394,,2
42467244,42488685,Undirected,2395,,2
42467244,42467242,Undirected,2396,,1
42467247,42467244,Undirected,2397,,1
42467247,42488485,Undirected,2398,,2
42467247,42488688,Undirected,2399,,2
42467247,42476196,Undirected,2400,,1
42467258,2806744595,Undirected,2401,,1
42467258,42467259,Undirected,2402,,2
42467259,42467262,Undirected,2403,,2
42467259,42476276,Undirected,2405,,1
42467262,42467266,Undirected,2406,,2
42467262,42476278,Undirected,2408,,2
42467262,9898494212,Undirected,2409,,2
42467266,7964117718,Undirected,2411,,2
42467266,42475579,Undirected,2412,,2
42467272,42467274,Undirected,2413,,2
42467272,42467360,Undirected,2414,,2
42467272,42468581,Undirected,2415,,2
42467274,42467278,Undirected,2416,,2
42467274,42494627,Undirected,2418,,1
42467278,1942054419,Undirected,2420,,1
42467281,42467278,Undirected,2421,,1
42467281,42494635,Undirected,2422,,1
42467292,42467294,Undirected,2423,,1
42467292,42491690,Undirected,2424,,2
42467292,42484790,Undirected,2425,,2
42467294,42494660,Undirected,2426,,2
42467294,42467298,Undirected,2427,,2
42467294,1942053829,Undirected,2428,,2
42467298,42494664,Undirected,2429,,1
42467298,42467300,Undirected,2430,,2
42467300,42467302,Undirected,2432,,2
42467300,42481699,Undirected,2434,,1
42467302,42494669,Undirected,2435,,2
42467302,42496563,Undirected,2436,,2
42467302,42467304,Undirected,2437,,2
42467304,42500501,Undirected,2439,,1
42467304,42467306,Undirected,2440,,2
42467306,42467307,Undirected,2442,,2
42467307,42467309,Undirected,2444,,2
42467307,42510369,Undirected,2446,,1
42467309,42494675,Undirected,2447,,1
42467309,42467311,Undirected,2448,,2
42467311,42467313,Undirected,2450,,2
42467311,42510375,Undirected,2452,,1
42467313,42487270,Undirected,2455,,1
42467317,42475538,Undirected,2456,,2
42467317,42475535,Undirected,2457,,2
42467317,42467319,Undirected,2458,,2
42467319,42476247,Undirected,2460,,1
42467319,42467323,Undirected,2461,,2
42467323,42467324,Undirected,2463,,2
42467323,42494687,Undirected,2465,,1
42467324,42467325,Undirected,2466,,2
42467324,42493154,Undirected,2468,,1
42467325,42484483,Undirected,2469,,1
42467325,42467327,Undirected,2470,,2
42467327,42510396,Undirected,2472,,1
42467327,42467330,Undirected,2473,,2
42467330,42467331,Undirected,2475,,2
42467330,42510401,Undirected,2477,,2
42467330,42494695,Undirected,2478,,2
42467331,42467333,Undirected,2479,,2
42467331,42489551,Undirected,2481,,1
42467333,42510409,Undirected,2482,,1
42467333,42467334,Undirected,2484,,2
42467334,42510419,Undirected,2485,,2
42467334,42467335,Undirected,2486,,2
42467334,42494706,Undirected,2488,,2
42467335,42494709,Undirected,2489,,1
42467335,42467337,Undirected,2491,,2
42467337,42510432,Undirected,2492,,1
42467337,42467339,Undirected,2493,,2
42467339,42473147,Undirected,2495,,1
42467339,42467343,Undirected,2496,,2
42467343,42510442,Undirected,2498,,1
42467343,42467346,Undirected,2499,,2
42467346,42494719,Undirected,2501,,1
42467346,42467350,Undirected,2502,,2
42467350,42467788,Undirected,2504,,1
42467350,42467355,Undirected,2505,,2
42467355,42510453,Undirected,2507,,1
42467355,42467360,Undirected,2508,,2
42467360,42468582,Undirected,2510,,2
42467369,42485325,Undirected,2513,,1
42467369,2282434945,Undirected,2514,,1
42467372,42467369,Undirected,2515,,1
42467372,42489258,Undirected,2516,,2
42467372,42489257,Undirected,2517,,2
42467374,42467372,Undirected,2518,,1
42467374,42528470,Undirected,2519,,1
42467396,42469876,Undirected,2520,,2
42467396,42516187,Undirected,2521,,2
42467403,42467405,Undirected,2522,,1
42467403,42504433,Undirected,2523,,1
42467403,42526753,Undirected,2524,,2
42467405,42478151,Undirected,2525,,1
42467417,598227892,Undirected,2526,,1
42467425,42475392,Undirected,2527,,1
42467425,4224536022,Undirected,2528,,1
42467431,42467425,Undirected,2529,,1
42467431,597826226,Undirected,2530,,1
42467435,42535067,Undirected,2531,,1
42467435,597728063,Undirected,2532,,1
42467437,42517539,Undirected,2533,,1
42467437,42467435,Undirected,2534,,1
42467443,42533000,Undirected,2535,,1
42467443,42467437,Undirected,2536,,1
42467448,42467448,Undirected,2537,,1
42467448,42467443,Undirected,2538,,1
42467452,42467448,Undirected,2539,,1
42467454,42467452,Undirected,2540,,1
42467454,42529533,Undirected,2541,,1
42467456,42474990,Undirected,2542,,1
42467456,42467454,Undirected,2543,,1
42467460,42529535,Undirected,2544,,2
42467460,42533546,Undirected,2545,,2
42467460,42467456,Undirected,2546,,1
42467463,42475498,Undirected,2547,,1
42467463,42467460,Undirected,2548,,1
42467466,42474828,Undirected,2549,,2
42467466,42474825,Undirected,2550,,2
42467466,541999321,Undirected,2551,,1
42467469,42475502,Undirected,2552,,1
42467469,1259822845,Undirected,2553,,1
42467470,42467469,Undirected,2554,,1
42467470,42515014,Undirected,2555,,1
42467472,42467470,Undirected,2556,,1
42467472,42471106,Undirected,2557,,1
42467474,42509064,Undirected,2558,,1
42467474,42467472,Undirected,2559,,1
42467476,42467474,Undirected,2560,,1
42467476,42475511,Undirected,2561,,1
42467478,42475513,Undirected,2562,,2
42467478,42467476,Undirected,2563,,1
42467478,42477566,Undirected,2564,,2
42467480,42467478,Undirected,2565,,1
42467480,42472176,Undirected,2566,,2
42467480,42472170,Undirected,2567,,2
42467482,42467480,Undirected,2568,,1
42467482,42475517,Undirected,2569,,2
42467482,42514755,Undirected,2570,,2
42467484,42467482,Undirected,2571,,1
42467484,42475522,Undirected,2572,,1
42467487,42467104,Undirected,2573,,1
42467487,42475526,Undirected,2574,,1
42467490,42475534,Undirected,2575,,2
42467490,42522023,Undirected,2576,,2
42467490,42467487,Undirected,2577,,1
42467502,7711304351,Undirected,2578,,2
42467502,42504097,Undirected,2579,,2
42467503,42467502,Undirected,2580,,1
42467503,42499146,Undirected,2581,,1
42467507,42467503,Undirected,2582,,1
42467507,42505456,Undirected,2583,,2
42467507,9752127035,Undirected,2584,,2
42467525,42515304,Undirected,2585,,2
42467525,42502040,Undirected,2586,,2
42467527,42467525,Undirected,2587,,1
42467527,42502042,Undirected,2588,,2
42467527,42525235,Undirected,2589,,2
42467529,42502046,Undirected,2590,,2
42467529,42525240,Undirected,2591,,2
42467529,42467527,Undirected,2592,,1
42467532,42467529,Undirected,2593,,1
42467532,42502051,Undirected,2594,,2
42467532,42508275,Undirected,2595,,2
42467533,42467532,Undirected,2596,,1
42467533,42502053,Undirected,2597,,1
42467536,42502059,Undirected,2598,,1
42467539,42467536,Undirected,2599,,1
42467539,42502063,Undirected,2600,,2
42467539,42525266,Undirected,2601,,2
42467551,42526525,Undirected,2602,,2
42467551,42509273,Undirected,2603,,1
42467653,42499114,Undirected,2604,,1
42467670,42467675,Undirected,2605,,1
42467670,1773314095,Undirected,2606,,2
42467670,42505003,Undirected,2607,,2
42467675,42467677,Undirected,2608,,1
42467675,42508971,Undirected,2609,,2
42467675,42508965,Undirected,2610,,2
42467677,12941861257,Undirected,2611,,2
42467677,42503427,Undirected,2612,,2
42467677,42503435,Undirected,2613,,2
42467685,42467770,Undirected,2614,,2
42467685,42467687,Undirected,2615,,1
42467685,42492779,Undirected,2616,,2
42467687,42476179,Undirected,2617,,2
42467687,42513967,Undirected,2618,,2
42467702,2317413074,Undirected,2619,,2
42467702,2317413073,Undirected,2620,,2
42467702,10717967550,Undirected,2621,,2
42467702,10694159060,Undirected,2622,,2
42467707,2317413074,Undirected,2623,,1
42467711,42467718,Undirected,2624,,2
42467711,12985095789,Undirected,2625,,1
42467711,42510834,Undirected,2626,,2
42467711,2317413071,Undirected,2627,,2
42467718,42467726,Undirected,2629,,2
42467718,42524233,Undirected,2630,,2
42467718,2317413067,Undirected,2631,,2
42467718,5471800259,Undirected,2632,,1
42467726,42467732,Undirected,2633,,2
42467726,5488761941,Undirected,2635,,2
42467726,42514053,Undirected,2636,,2
42467732,42467738,Undirected,2637,,2
42467732,2317413051,Undirected,2639,,2
42467742,42471570,Undirected,2641,,2
42467742,2317413036,Undirected,2642,,2
42467742,3611735248,Undirected,2643,,2
42467746,3611735248,Undirected,2644,,2
42467746,42524274,Undirected,2645,,1
42467746,42467749,Undirected,2646,,2
42467749,42493416,Undirected,2647,,2
42467749,3574847194,Undirected,2648,,2
42467749,3574847193,Undirected,2650,,2
42467751,3574847194,Undirected,2651,,2
42467751,42467752,Undirected,2652,,2
42467751,42524238,Undirected,2653,,2
42467751,42513972,Undirected,2654,,2
42467752,42524239,Undirected,2655,,2
42467752,42467755,Undirected,2656,,2
42467752,42513975,Undirected,2658,,2
42467755,42523379,Undirected,2659,,2
42467755,42513977,Undirected,2660,,2
42467755,42467756,Undirected,2661,,2
42467756,42467757,Undirected,2663,,2
42467756,42524242,Undirected,2665,,2
42467756,42513980,Undirected,2666,,2
42467757,42467759,Undirected,2667,,2
42467757,42524244,Undirected,2669,,2
42467757,42513983,Undirected,2670,,2
42467759,42524247,Undirected,2671,,1
42467759,42467760,Undirected,2672,,2
42467760,42513992,Undirected,2674,,1
42467760,42467761,Undirected,2675,,2
42467761,42467764,Undirected,2677,,2
42467761,42524253,Undirected,2679,,2
42467761,42513995,Undirected,2680,,2
42467764,42483824,Undirected,2681,,2
42467764,42467766,Undirected,2682,,2
42467766,42524257,Undirected,2684,,2
42467766,42513998,Undirected,2685,,2
42467766,42467767,Undirected,2686,,2
42467767,42479137,Undirected,2688,,2
42467767,42479131,Undirected,2689,,2
42467767,42467770,Undirected,2690,,2
42467770,42476177,Undirected,2692,,2
42467776,42467777,Undirected,2695,,1
42467776,42468579,Undirected,2696,,2
42467776,42468577,Undirected,2697,,2
42467777,42468579,Undirected,2698,,2
42467777,42494719,Undirected,2699,,2
42467777,42467350,Undirected,2700,,1
42467788,42467790,Undirected,2701,,1
42467788,42510447,Undirected,2702,,2
42467788,42510453,Undirected,2703,,2
42467790,42467793,Undirected,2704,,1
42467790,42497475,Undirected,2705,,2
42467790,42497472,Undirected,2706,,2
42467793,7153674987,Undirected,2707,,1
42467793,42502860,Undirected,2708,,2
42467793,2800223414,Undirected,2709,,2
42467803,42501379,Undirected,2710,,1
42467803,42467507,Undirected,2711,,1
42467803,42467807,Undirected,2712,,2
42467807,42529856,Undirected,2713,,2
42467807,42529854,Undirected,2714,,1
42467807,42467811,Undirected,2716,,2
42467811,42502943,Undirected,2717,,1
42467811,42467814,Undirected,2719,,2
42467814,42467817,Undirected,2720,,2
42467814,42528868,Undirected,2722,,1
42467817,42502948,Undirected,2723,,1
42467817,42467820,Undirected,2724,,2
42467820,42535511,Undirected,2726,,1
42467820,42467823,Undirected,2727,,2
42467820,42538217,Undirected,2729,,2
42467823,42476785,Undirected,2730,,1
42467823,42476791,Undirected,2731,,1
42467823,42467825,Undirected,2732,,2
42467825,42496352,Undirected,2734,,1
42467825,42467828,Undirected,2736,,2
42467828,42467831,Undirected,2737,,2
42467828,42502953,Undirected,2738,,1
