Source,Target,Type,Id,Label,Weight
42485263,42511525,Undirected,10030,,2
42485263,42511521,Undirected,10031,,2
42485267,42532216,Undirected,10033,,2
42485267,2282435341,Undirected,10034,,2
42485267,42485268,Undirected,10035,,1
42485268,42531769,Undirected,10036,,2
42485268,2282435337,Undirected,10037,,2
42485268,42485270,Undirected,10038,,2
42485273,42485276,Undirected,10040,,2
42485276,42485278,Undirected,10041,,1
42485276,42531940,Undirected,10042,,2
42485276,2282435322,Undirected,10043,,2
42485278,42485279,Undirected,10045,,1
42485278,42532448,Undirected,10046,,2
42485278,2282435304,Undirected,10047,,2
42485279,42485282,Undirected,10048,,1
42485279,42532632,Undirected,10049,,2
42485279,2282435300,Undirected,10050,,2
42485282,42532842,Undirected,10051,,2
42485282,2282435298,Undirected,10052,,2
42485282,42485287,Undirected,10053,,1
42485287,42485290,Undirected,10054,,1
42485287,2282435294,Undirected,10055,,2
42485287,42533122,Undirected,10056,,2
42485290,42485293,Undirected,10057,,1
42485293,42485295,Undirected,10058,,1
42485293,42533210,Undirected,10059,,1
42485295,42533422,Undirected,10060,,2
42485295,2282435255,Undirected,10061,,2
42485295,42485296,Undirected,10062,,1
42485296,42470988,Undirected,10063,,1
42485296,2282435152,Undirected,10064,,2
42485296,42533793,Undirected,10065,,2
42485300,42485304,Undirected,10066,,1
42485300,42530551,Undirected,10067,,2
42485300,2282435078,Undirected,10068,,2
42485304,2295009518,Undirected,10069,,1
42485304,42485307,Undirected,10070,,1
42485304,2282435033,Undirected,10071,,2
42485307,42534373,Undirected,10072,,2
42485307,2282434988,Undirected,10073,,2
42485307,42485310,Undirected,10074,,1
42485310,42534568,Undirected,10075,,2
42485310,2282434967,Undirected,10076,,2
42485310,42485311,Undirected,10077,,1
42485311,42485314,Undirected,10078,,1
42485311,42534856,Undirected,10079,,2
42485311,2282434963,Undirected,10080,,2
42485314,2282434959,Undirected,10081,,2
42485314,42535167,Undirected,10082,,2
42485314,42485317,Undirected,10083,,1
42485317,42485320,Undirected,10084,,2
42485317,42529569,Undirected,10085,,2
42485317,2282434953,Undirected,10086,,2
42485320,42489253,Undirected,10088,,2
42485320,2282434951,Undirected,10089,,2
42485325,42485320,Undirected,10090,,1
42485325,42489257,Undirected,10091,,1
42485330,42467369,Undirected,10092,,1
42485330,42489258,Undirected,10093,,2
42485330,42535415,Undirected,10094,,2
42485332,42485330,Undirected,10095,,1
42485336,12965805637,Undirected,10096,,1
42485336,42488993,Undirected,10097,,1
42485339,42485336,Undirected,10098,,1
42485339,42489263,Undirected,10099,,2
42485339,42535803,Undirected,10100,,2
42485343,42485339,Undirected,10101,,1
42485348,42485343,Undirected,10102,,1
42485354,42485348,Undirected,10103,,1
42485354,42489275,Undirected,10104,,2
42485354,42535935,Undirected,10105,,2
42485359,42485354,Undirected,10106,,1
42485368,42485359,Undirected,10107,,1
42485376,42525320,Undirected,10108,,1
42485379,42485383,Undirected,10109,,1
42485383,42485385,Undirected,10110,,1
42485383,42497307,Undirected,10111,,2
42485383,42497311,Undirected,10112,,2
42485385,42525192,Undirected,10113,,2
42485385,42508677,Undirected,10114,,2
42485385,42485389,Undirected,10115,,1
42485389,42531227,Undirected,10116,,2
42485389,42508671,Undirected,10117,,2
42485389,42479953,Undirected,10118,,1
42485394,42508666,Undirected,10119,,2
42485394,42485401,Undirected,10120,,1
42485394,42536462,Undirected,10121,,2
42485401,42508662,Undirected,10122,,2
42485401,42512276,Undirected,10123,,2
42485408,42488458,Undirected,10124,,2
42485408,42485411,Undirected,10125,,2
42485408,42488455,Undirected,10126,,2
42485411,42511481,Undirected,10127,,2
42485411,42510770,Undirected,10129,,2
42485411,42485416,Undirected,10130,,1
42485416,588152174,Undirected,10131,,1
42485437,598784358,Undirected,10133,,2
42485437,2328360950,Undirected,10134,,2
42485467,42485468,Undirected,10135,,2
42485467,42490059,Undirected,10136,,1
42485473,42485476,Undirected,10138,,2
42485476,3513970468,Undirected,10139,,2
42485476,42519139,Undirected,10141,,1
42485480,42485482,Undirected,10142,,2
42485482,42488802,Undirected,10145,,2
42485482,42485485,Undirected,10146,,1
42485485,42485491,Undirected,10148,,1
42485491,42512923,Undirected,10149,,2
42485491,42485495,Undirected,10151,,1
42485495,42485503,Undirected,10152,,1
42485503,42508287,Undirected,10153,,1
42485503,42485509,Undirected,10154,,1
42485509,42504813,Undirected,10155,,2
42485509,42508006,Undirected,10156,,2
42485520,42487389,Undirected,10157,,2
42485520,42487351,Undirected,10158,,1
42485524,42485520,Undirected,10159,,1
42485524,42513438,Undirected,10160,,2
42485524,42512948,Undirected,10161,,2
42485531,42461003,Undirected,10162,,1
42485531,42513450,Undirected,10163,,2
42485531,42512951,Undirected,10164,,2
42485534,42485531,Undirected,10165,,1
42485534,42513453,Undirected,10166,,2
42485534,42512954,Undirected,10167,,2
42485539,42460309,Undirected,10168,,1
42485539,42513460,Undirected,10169,,2
42485539,42512964,Undirected,10170,,2
42485542,42485539,Undirected,10171,,1
42485542,42513466,Undirected,10172,,2
42485542,42512968,Undirected,10173,,2
42485546,42485542,Undirected,10174,,1
42485546,42513471,Undirected,10175,,2
42485546,42512972,Undirected,10176,,2
42485555,42490873,Undirected,10177,,2
42485555,9092839976,Undirected,10178,,2
42485555,42468193,Undirected,10179,,1
42485568,42501640,Undirected,10180,,2
42485568,42501638,Undirected,10181,,2
42485568,42485555,Undirected,10182,,1
42485579,42512339,Undirected,10183,,2
42485579,42485568,Undirected,10184,,1
42485579,42512343,Undirected,10185,,2
42485589,42488611,Undirected,10186,,2
42485589,42488607,Undirected,10187,,2
42485589,42485579,Undirected,10188,,1
42485595,42485589,Undirected,10189,,1
42485595,42513484,Undirected,10190,,2
42485595,42512979,Undirected,10191,,2
42485600,42513487,Undirected,10192,,2
42485600,42512982,Undirected,10193,,2
42485600,42485595,Undirected,10194,,1
42485616,42515961,Undirected,10195,,1
42485616,42515953,Undirected,10196,,2
42485618,42485616,Undirected,10197,,1
42485618,42497855,Undirected,10198,,1
42485640,42519223,Undirected,10199,,1
42485640,42483473,Undirected,10200,,1
42485643,42485640,Undirected,10201,,1
42485643,42476728,Undirected,10202,,1
42485646,42485643,Undirected,10203,,1
42485646,597844758,Undirected,10204,,2
42485646,42476732,Undirected,10205,,1
42485779,42514420,Undirected,10206,,1
42485779,42508764,Undirected,10207,,1
42485782,42485779,Undirected,10208,,1
42485782,42485784,Undirected,10209,,1
42485782,42486048,Undirected,10210,,2
42485782,42508573,Undirected,10211,,2
42485784,42486053,Undirected,10212,,1
42485784,42485787,Undirected,10213,,1
42485787,42486058,Undirected,10214,,1
42485787,42485788,Undirected,10215,,1
42485788,42489148,Undirected,10216,,2
42485788,42486061,Undirected,10217,,2
42485788,42485790,Undirected,10218,,1
42485790,42472421,Undirected,10219,,1
42485790,3695441638,Undirected,10220,,1
42485795,42485802,Undirected,10221,,1
42485795,11377023695,Undirected,10222,,1
42485802,42492440,Undirected,10223,,1
42485802,42485824,Undirected,10224,,1
42485824,42532237,Undirected,10225,,1
42485824,42485829,Undirected,10226,,1
42485829,42519112,Undirected,10227,,1
42485829,42485832,Undirected,10228,,1
42485832,42492575,Undirected,10229,,1
42485832,42465107,Undirected,10230,,1
42485839,42512759,Undirected,10231,,2
42485839,42512752,Undirected,10232,,2
42485839,42485840,Undirected,10233,,1
42485840,42532059,Undirected,10234,,1
42485840,42485845,Undirected,10235,,1
42485845,42532251,Undirected,10236,,1
42485845,42485846,Undirected,10237,,1
42485846,42508308,Undirected,10238,,1
42485846,9258570215,Undirected,10239,,1
42485856,42471337,Undirected,10240,,1
42485856,42532331,Undirected,10241,,1
42485859,42485861,Undirected,10242,,1
42485859,42526068,Undirected,10243,,1
42485861,42476976,Undirected,10244,,1
42485861,42502502,Undirected,10245,,1
42485867,42485870,Undirected,10246,,1
42485867,42496587,Undirected,10247,,2
42485867,42496590,Undirected,10248,,2
42485870,42473701,Undirected,10249,,2
42485874,42532344,Undirected,10251,,2
42485874,42531330,Undirected,10252,,2
42485886,42509052,Undirected,10253,,1
42485888,42505014,Undirected,10254,,2
42485888,42505018,Undirected,10255,,1
42485889,42485888,Undirected,10256,,1
42485889,42508980,Undirected,10257,,2
42485889,42508975,Undirected,10258,,2
42485893,42505605,Undirected,10259,,2
42485893,42505595,Undirected,10260,,2
42485894,42485893,Undirected,10261,,1
42485894,42513834,Undirected,10262,,2
42485894,42513826,Undirected,10263,,2
42485894,42485895,Undirected,10264,,2
42485899,42479416,Undirected,10266,,1
42485899,1962666418,Undirected,10267,,2
42485900,42485902,Undirected,10268,,1
42485900,42465543,Undirected,10269,,1
42486036,42512284,Undirected,10272,,1
42486038,42501964,Undirected,10273,,2
42486038,42501956,Undirected,10274,,2
42486038,42486036,Undirected,10275,,1
42486041,42514420,Undirected,10276,,1
42486041,42486038,Undirected,10277,,1
42486044,42486041,Undirected,10278,,1
42486044,42485779,Undirected,10279,,1
42486048,42508585,Undirected,10280,,2
42486048,42486044,Undirected,10282,,1
42486053,42508662,Undirected,10283,,1
42486058,42512276,Undirected,10284,,1
42486058,42486053,Undirected,10285,,1
42486061,42486058,Undirected,10286,,1
42486077,42499339,Undirected,10289,,1
42486083,3174844140,Undirected,10290,,1
42486083,42483438,Undirected,10291,,1
42486091,42473506,Undirected,10292,,1
42486091,42531495,Undirected,10293,,2
42486098,42525924,Undirected,10295,,2
42486098,42486101,Undirected,10296,,1
42486101,42460274,Undirected,10297,,1
42486101,42531500,Undirected,10298,,2
42486106,42495613,Undirected,10300,,2
42486106,42486109,Undirected,10302,,1
42486109,42530093,Undirected,10303,,2
42486109,42468161,Undirected,10305,,1
42486113,42486119,Undirected,10306,,1
42486113,42531509,Undirected,10307,,2
42486119,42486122,Undirected,10309,,1
42486119,42490847,Undirected,10311,,2
42486122,42501628,Undirected,10312,,2
42486122,42486125,Undirected,10314,,1
42486125,42486128,Undirected,10315,,1
42486125,42512326,Undirected,10316,,2
42486128,42488585,Undirected,10318,,2
42486128,42486131,Undirected,10320,,1
42486131,42527951,Undirected,10322,,2
42486131,42486137,Undirected,10323,,1
42486137,42521675,Undirected,10324,,2
42486137,42468953,Undirected,10326,,1
42486140,42472457,Undirected,10327,,1
42486140,42502120,Undirected,10328,,2
42486147,42515286,Undirected,10330,,2
42486159,42465514,Undirected,10332,,1
42486159,42484296,Undirected,10333,,1
42486163,42487524,Undirected,10334,,2
42486172,42465964,Undirected,10337,,1
42486172,6814984970,Undirected,10338,,2
42486187,42488025,Undirected,10339,,2
42486187,42486189,Undirected,10341,,1
42486189,42486193,Undirected,10342,,1
42486189,42491291,Undirected,10343,,2
42486193,6202075173,Undirected,10345,,1
42486193,42522577,Undirected,10346,,2
42486201,42486203,Undirected,10348,,1
42486201,42487961,Undirected,10349,,2
42486201,42487957,Undirected,10350,,2
42486203,42486206,Undirected,10351,,1
42486203,42491347,Undirected,10352,,2
42486203,42490888,Undirected,10353,,2
42486206,42486209,Undirected,10354,,1
42486206,42522537,Undirected,10355,,2
42486206,42490889,Undirected,10356,,2
42486209,42490890,Undirected,10357,,2
42486209,42493692,Undirected,10358,,2
42486209,42480339,Undirected,10359,,1
42486222,42486228,Undirected,10360,,1
42486222,1259822820,Undirected,10361,,1
42486228,42486231,Undirected,10362,,1
42486228,42515007,Undirected,10363,,1
42486231,42486239,Undirected,10364,,1
42486231,42515010,Undirected,10365,,2
42486231,1259822833,Undirected,10366,,2
42486239,42481645,Undirected,10367,,1
42486239,1970262955,Undirected,10368,,1
42486245,42486250,Undirected,10369,,1
42486245,1259822816,Undirected,10370,,1
42486250,42467469,Undirected,10371,,1
42486250,42515014,Undirected,10372,,1
42486256,42486260,Undirected,10373,,1
42486256,1259822878,Undirected,10374,,1
42486260,42486265,Undirected,10375,,1
42486260,42515017,Undirected,10376,,1
42486265,1259822905,Undirected,10377,,2
42486265,42486269,Undirected,10378,,1
42486265,42515018,Undirected,10379,,2
42486269,42515020,Undirected,10380,,2
42486269,1259822865,Undirected,10381,,2
42486285,42486304,Undirected,10382,,2
42486285,42486287,Undirected,10383,,1
42486287,42486294,Undirected,10385,,1
42486287,42494069,Undirected,10386,,2
42486294,2307901684,Undirected,10388,,1
42486300,42514734,Undirected,10391,,1
42486302,42486300,Undirected,10392,,1
42486302,42494066,Undirected,10393,,2
42486302,1259822873,Undirected,10394,,2
42486304,42486302,Undirected,10396,,1
42486304,42494066,Undirected,10397,,2
42486313,42486316,Undirected,10398,,1
42486313,42515022,Undirected,10399,,2
42486313,12977784589,Undirected,10401,,2
42486316,42483410,Undirected,10402,,1
42486316,42515023,Undirected,10403,,2
42486329,42514974,Undirected,10405,,1
42486329,42486334,Undirected,10406,,1
42486334,42478111,Undirected,10407,,1
42486334,42486339,Undirected,10408,,1
42486339,42497669,Undirected,10409,,1
42486339,42486341,Undirected,10410,,1
42486341,42478116,Undirected,10411,,1
42486341,42486345,Undirected,10412,,1
42486345,42514967,Undirected,10413,,1
42486345,5996258523,Undirected,10414,,1
42486353,42514986,Undirected,10415,,2
42486353,42466214,Undirected,10416,,1
42486357,1372888770,Undirected,10417,,2
42486357,4708375542,Undirected,10418,,2
42486357,42478132,Undirected,10419,,1
42486362,42486365,Undirected,10420,,2
42486362,42487564,Undirected,10422,,2
42486365,42486371,Undirected,10424,,2
42486365,42474746,Undirected,10425,,1
42486371,42476080,Undirected,10427,,1
42486371,1258875728,Undirected,10429,,1
42486404,42505118,Undirected,10431,,2
42486404,42486504,Undirected,10432,,2
42486414,42500291,Undirected,10433,,2
42486414,1273032433,Undirected,10434,,2
42486414,42516855,Undirected,10435,,2
42486414,42486416,Undirected,10436,,2
42486416,42503181,Undirected,10437,,2
42486416,1273032332,Undirected,10438,,2
42486416,42486422,Undirected,10439,,2
42486422,1273032381,Undirected,10441,,1
42486422,42486426,Undirected,10443,,2
42486426,42503792,Undirected,10444,,1
42486426,42486429,Undirected,10445,,2
42486429,1273032413,Undirected,10447,,1
42486429,5423598758,Undirected,10448,,2
42486432,5423598758,Undirected,10450,,2
42486432,5423598733,Undirected,10451,,1
42486432,42486435,Undirected,10452,,2
42486435,1273032319,Undirected,10453,,2
42486435,42486438,Undirected,10455,,2
42486438,42511431,Undirected,10457,,2
42486438,1273032291,Undirected,10460,,2
42486443,1273032385,Undirected,10461,,1
42486443,42486452,Undirected,10462,,2
42486452,42523603,Undirected,10464,,2
42486452,1273032452,Undirected,10465,,2
42486452,42486461,Undirected,10466,,2
42486461,1273032276,Undirected,10468,,2
42486461,42499661,Undirected,10469,,2
42486461,42486469,Undirected,10470,,2
42486469,42504375,Undirected,10472,,2
42486469,1273032446,Undirected,10473,,2
42486474,42502317,Undirected,10476,,2
42486474,42486477,Undirected,10478,,2
42486477,42523609,Undirected,10479,,2
42486477,42486480,Undirected,10480,,2
42486480,42497157,Undirected,10483,,2
42486480,1273032277,Undirected,10484,,2
42486482,42512454,Undirected,10486,,2
42486482,1273032298,Undirected,10487,,2
42486482,42486485,Undirected,10488,,2
42486485,1273032431,Undirected,10490,,2
42486485,42517239,Undirected,10491,,2
42486485,42486488,Undirected,10492,,2
42486488,42502260,Undirected,10494,,2
42486488,1273032289,Undirected,10495,,2
42486488,11350204524,Undirected,10496,,2
42486495,1273032300,Undirected,10499,,2
42486495,42486499,Undirected,10500,,2
42486499,1273032436,Undirected,10501,,2
42486499,42486504,Undirected,10503,,2
42486504,42486509,Undirected,10504,,2
42486504,42505106,Undirected,10506,,2
42486509,42522197,Undirected,10508,,2
42486531,42523498,Undirected,10511,,4
42486531,42486537,Undirected,10513,,2
42486537,42523498,Undirected,10515,,2
42486537,42527735,Undirected,10516,,2
42486594,42531618,Undirected,10517,,1
42486597,42520825,Undirected,10518,,2
42486597,42486594,Undirected,10519,,1
42486597,42516047,Undirected,10520,,2
42486600,42486597,Undirected,10521,,1
42486600,42535632,Undirected,10522,,2
42486600,42516051,Undirected,10523,,2
42486604,277046426,Undirected,10524,,1
42486608,42499740,Undirected,10525,,2
42486608,42499743,Undirected,10526,,2
42486608,42486604,Undirected,10527,,1
42486627,42486629,Undirected,10528,,2
42486627,42502050,Undirected,10529,,2
42486627,42502046,Undirected,10530,,2
42486629,42507956,Undirected,10531,,1
42486638,42495183,Undirected,10533,,1
42486638,42486640,Undirected,10534,,1
42486640,42489038,Undirected,10535,,1
42486640,42486644,Undirected,10536,,1
42486644,42495188,Undirected,10537,,1
42486644,42481583,Undirected,10538,,1
42486650,42489052,Undirected,10539,,1
42486650,42486654,Undirected,10540,,1
42486654,42495193,Undirected,10541,,1
42486654,42486657,Undirected,10542,,1
42486657,42489060,Undirected,10543,,1
42486657,42466971,Undirected,10544,,1
42486667,42489066,Undirected,10545,,2
42486667,2969849194,Undirected,10546,,2
42486667,42485022,Undirected,10547,,1
42486677,42489071,Undirected,10548,,2
42486677,42493907,Undirected,10549,,2
42486677,42479148,Undirected,10550,,1
42486683,2564942589,Undirected,10551,,2
42486683,42489083,Undirected,10552,,2
42486683,42486686,Undirected,10553,,1
42486686,42489085,Undirected,10554,,2
42486686,42499288,Undirected,10555,,2
42486686,42486689,Undirected,10556,,1
42486689,42486693,Undirected,10557,,1
42486689,42499290,Undirected,10558,,1
42486693,42486694,Undirected,10559,,1
42486693,42486785,Undirected,10560,,1
42486694,42486696,Undirected,10561,,1
42486694,42489091,Undirected,10562,,2
42486694,42496752,Undirected,10563,,2
42486696,42499296,Undirected,10564,,1
42486700,42486701,Undirected,10565,,2
42486700,42489096,Undirected,10566,,1
42486701,42490627,Undirected,10568,,1
42486705,42486707,Undirected,10569,,1
42486705,42504116,Undirected,10570,,2
42486705,42499797,Undirected,10571,,2
42486707,42479515,Undirected,10572,,1
42486707,42504122,Undirected,10573,,1
42486712,42486715,Undirected,10574,,1
42486715,42496649,Undirected,10575,,1
42486715,42486716,Undirected,10576,,1
42486716,42486718,Undirected,10577,,1
42486716,42499826,Undirected,10578,,1
42486718,42496656,Undirected,10579,,1
42486718,42486722,Undirected,10580,,1
42486722,42486724,Undirected,10581,,1
42486722,42492375,Undirected,10582,,1
42486724,42486727,Undirected,10583,,1
42486727,42486728,Undirected,10584,,1
42486728,42477894,Undirected,10585,,1
42486728,42496660,Undirected,10586,,1
42486735,42517070,Undirected,10587,,1
42486735,42486739,Undirected,10588,,1
42486739,42517074,Undirected,10589,,2
42486739,42486742,Undirected,10590,,1
42486739,42496664,Undirected,10591,,2
42486742,42517074,Undirected,10592,,2
42486742,42517081,Undirected,10593,,2
42486742,42486743,Undirected,10594,,1
42486743,42517081,Undirected,10595,,1
42486743,42486746,Undirected,10596,,1
42486746,42499833,Undirected,10597,,1
42486746,42486749,Undirected,10598,,1
42486749,42496680,Undirected,10599,,1
42486749,42471586,Undirected,10600,,1
42486754,42496687,Undirected,10601,,1
42486754,42486759,Undirected,10602,,1
42486759,42477543,Undirected,10603,,1
42486759,42499838,Undirected,10604,,1
42486764,42499840,Undirected,10605,,1
42486764,42486769,Undirected,10606,,1
42486769,42496701,Undirected,10607,,1
42486769,42486774,Undirected,10608,,1
42486774,42499843,Undirected,10609,,2
42486774,42496742,Undirected,10610,,2
42486774,42486778,Undirected,10611,,1
42486778,42496748,Undirected,10612,,1
42486778,42486781,Undirected,10613,,1
42486781,42499290,Undirected,10614,,1
42486781,42486693,Undirected,10615,,1
42486785,42489088,Undirected,10616,,1
42486785,42479004,Undirected,10617,,1
42486789,42496762,Undirected,10618,,1
42486789,42486791,Undirected,10619,,1
42486791,42499846,Undirected,10620,,1
42486791,42486793,Undirected,10621,,1
42486793,42490685,Undirected,10622,,1
42486793,42486796,Undirected,10623,,1
42486796,42496779,Undirected,10624,,2
42486796,42499847,Undirected,10625,,2
42486796,42486798,Undirected,10626,,1
42486798,42486802,Undirected,10627,,1
42486798,42496784,Undirected,10628,,1
42486802,42499849,Undirected,10629,,1
42486802,42486806,Undirected,10630,,1
42486806,42499850,Undirected,10631,,1
42486806,42486813,Undirected,10632,,1
42486813,42496793,Undirected,10633,,1
42486813,42486817,Undirected,10634,,1
42486817,42499854,Undirected,10635,,2
42486817,42496795,Undirected,10636,,2
42486817,42486822,Undirected,10637,,2
42486822,42488746,Undirected,10638,,1
42486822,42486825,Undirected,10640,,2
42486825,42499856,Undirected,10641,,2
42486825,42486836,Undirected,10643,,2
42486862,42512036,Undirected,10645,,2
42486862,42497196,Undirected,10646,,2
42486862,11377121875,Undirected,10647,,2
42486867,42497211,Undirected,10648,,2
42486867,42512040,Undirected,10649,,2
42486867,42466593,Undirected,10650,,1
42486885,42528881,Undirected,10651,,2
42486885,42503114,Undirected,10652,,2
42486885,42503104,Undirected,10653,,2
42486915,42465404,Undirected,10654,,1
42486915,42521149,Undirected,10655,,1
42486941,42486943,Undirected,10656,,2
42486941,42520773,Undirected,10657,,2
42486941,42490983,Undirected,10658,,1
42486943,42486947,Undirected,10659,,2
42486947,42486950,Undirected,10661,,2
42486947,42490988,Undirected,10663,,1
42486950,42486953,Undirected,10664,,2
42486953,42486959,Undirected,10666,,2
42486953,42490996,Undirected,10668,,1
42486959,42486962,Undirected,10669,,2
42486959,42490999,Undirected,10671,,2
42486962,42486967,Undirected,10672,,2
42486962,42491003,Undirected,10674,,1
42486967,42486973,Undirected,10675,,2
42486973,42486976,Undirected,10678,,2
42486973,42491014,Undirected,10679,,1
42486976,42486983,Undirected,10680,,2
42486983,42486989,Undirected,10682,,2
42486983,1167645331,Undirected,10684,,1
42486989,42486996,Undirected,10685,,2
42486996,42486999,Undirected,10687,,2
42486996,1167630661,Undirected,10689,,1
42486999,42487002,Undirected,10690,,2
42487002,42487011,Undirected,10692,,2
42487002,1167630572,Undirected,10694,,1
42487026,1167635524,Undirected,10697,,2
42487026,2325762809,Undirected,10699,,2
42487063,42487066,Undirected,10701,,1
42487063,42500046,Undirected,10702,,2
42487066,42478381,Undirected,10704,,1
42487066,42487070,Undirected,10705,,1
42487070,42487074,Undirected,10706,,1
42487070,5482177472,Undirected,10707,,1
42487074,42487083,Undirected,10708,,1
42487074,42478396,Undirected,10709,,1
42487083,42487087,Undirected,10710,,1
42487083,42500050,Undirected,10712,,2
42487087,42464936,Undirected,10713,,1
42487087,42500051,Undirected,10714,,2
42487095,42497813,Undirected,10716,,1
42487167,42489963,Undirected,10718,,1
42487173,42501152,Undirected,10719,,1
42487175,42487173,Undirected,10720,,1
42487175,42490311,Undirected,10721,,1
42487177,42487175,Undirected,10722,,1
42487177,42496384,Undirected,10723,,1
42487180,42496387,Undirected,10724,,2
42487180,42525015,Undirected,10725,,2
42487180,42487177,Undirected,10726,,1
42487182,42487180,Undirected,10727,,1
42487182,42496391,Undirected,10728,,2
42487182,42505687,Undirected,10729,,2
42487186,42487188,Undirected,10730,,2
42487186,42496394,Undirected,10731,,2
42487186,42516137,Undirected,10732,,2
42487188,42504181,Undirected,10733,,2
42487188,42496398,Undirected,10735,,2
42487188,1275778402,Undirected,10736,,2
42487196,42488880,Undirected,10737,,1
42487196,42530025,Undirected,10738,,2
42487196,42513398,Undirected,10739,,2
42487242,1257570350,Undirected,10740,,2
42487242,42462648,Undirected,10741,,1
42487270,42494679,Undirected,10743,,2
42487271,42467313,Undirected,10744,,1
42487271,42510375,Undirected,10745,,2
42487273,42487271,Undirected,10747,,1
42487273,42497398,Undirected,10749,,2
42487276,42502838,Undirected,10750,,2
42487276,42487273,Undirected,10752,,1
42487283,42513900,Undirected,10754,,2
42487283,2571516523,Undirected,10755,,1
42487284,42487283,Undirected,10756,,1
42487284,42513903,Undirected,10758,,2
42487285,42493550,Undirected,10760,,2
42487285,42487284,Undirected,10761,,1
42487287,42513907,Undirected,10763,,2
42487287,42487285,Undirected,10764,,1
42487290,42487287,Undirected,10766,,1
42487290,9258589460,Undirected,10767,,2
42487293,42513963,Undirected,10768,,2
42487293,42487295,Undirected,10769,,1
42487293,42487305,Undirected,10770,,2
42487295,42460591,Undirected,10771,,1
42487300,42487301,Undirected,10772,,2
42487301,42513959,Undirected,10775,,2
42487301,42487303,Undirected,10776,,1
42487303,42487305,Undirected,10778,,1
42487303,9258620067,Undirected,10779,,2
42487313,42461041,Undirected,10782,,1
42487313,42521843,Undirected,10783,,1
42487313,42487316,Undirected,10784,,2
42487316,42468804,Undirected,10785,,1
42487316,42487318,Undirected,10786,,2
42487318,42487321,Undirected,10788,,2
42487318,42492471,Undirected,10789,,1
42487321,42487323,Undirected,10792,,2
42487321,42462018,Undirected,10793,,1
42487323,42514288,Undirected,10794,,1
42487323,42487324,Undirected,10795,,2
42487324,42487325,Undirected,10799,,2
42487324,42487928,Undirected,10800,,2
42487325,42519314,Undirected,10801,,1
42487325,42487327,Undirected,10802,,2
42487327,42487330,Undirected,10804,,2
42487330,42505218,Undirected,10806,,1
42487339,598329339,Undirected,10809,,2
42487339,598348982,Undirected,10810,,1
42487339,42487524,Undirected,10811,,2
42487339,4026460325,Undirected,10812,,2
42487348,4026460336,Undirected,10813,,1
42487351,42487348,Undirected,10814,,1
42487351,42512948,Undirected,10815,,2
42487355,42513438,Undirected,10816,,1
42487355,42485520,Undirected,10817,,1
42487360,42482774,Undirected,10818,,1
42487360,42487410,Undirected,10820,,2
42487379,42487385,Undirected,10821,,1
42487379,42477130,Undirected,10822,,1
42487385,42487389,Undirected,10823,,1
42487389,42477140,Undirected,10824,,1
42487389,42487396,Undirected,10826,,1
42487396,42461988,Undirected,10827,,1
42487406,42477158,Undirected,10828,,1
42487406,42487410,Undirected,10829,,1
42487410,42477673,Undirected,10832,,1
42487414,42477174,Undirected,10833,,1
42487414,42460787,Undirected,10834,,1
42487446,42487449,Undirected,10835,,2
42487446,42536026,Undirected,10836,,2
42487449,42519668,Undirected,10838,,1
42487449,42487453,Undirected,10839,,2
42487453,42477362,Undirected,10842,,1
42487453,42487457,Undirected,10843,,2
42487457,42527484,Undirected,10844,,1
42487457,42487460,Undirected,10846,,2
42487460,42487463,Undirected,10848,,2
42487463,42528695,Undirected,10849,,1
42487463,42487467,Undirected,10850,,2
42487467,42477074,Undirected,10852,,1
42487474,42477079,Undirected,10855,,1
42487474,42487477,Undirected,10856,,2
42487477,42492845,Undirected,10858,,1
42487481,42526691,Undirected,10861,,1
42487484,42535383,Undirected,10864,,1
42487484,42487488,Undirected,10865,,2
42487488,42477090,Undirected,10867,,1
42487488,42487490,Undirected,10868,,2
42487490,42536585,Undirected,10870,,1
42487490,42487492,Undirected,10871,,2
42487492,42487495,Undirected,10873,,2
42487492,42477094,Undirected,10875,,1
42487495,42490251,Undirected,10876,,1
42487495,42487499,Undirected,10877,,2
42487499,42477098,Undirected,10879,,1
42487499,42487504,Undirected,10880,,2
42487504,42521597,Undirected,10882,,1
42487504,2620907648,Undirected,10883,,2
42487508,42534504,Undirected,10885,,2
42487508,2620907648,Undirected,10888,,2
42487524,42519474,Undirected,10891,,1
42487551,42487552,Undirected,10892,,2
42487551,42491638,Undirected,10893,,2
42487552,42491638,Undirected,10896,,1
42487555,42533517,Undirected,10898,,1
42487555,42487558,Undirected,10899,,2
42487558,42477246,Undirected,10901,,1
42487564,42477252,Undirected,10904,,1
42487567,42477254,Undirected,10907,,1
42487567,42487570,Undirected,10908,,2
42487570,42505910,Undirected,10910,,1
42487570,42487573,Undirected,10911,,2
42487573,42477259,Undirected,10913,,1
42487575,42477265,Undirected,10916,,1
42487575,42487576,Undirected,10917,,2
42487576,42496980,Undirected,10919,,1
42487581,42477286,Undirected,10923,,1
42487581,42487583,Undirected,10924,,2
42487583,42487586,Undirected,10925,,2
42487583,42510722,Undirected,10928,,2
42487586,42521762,Undirected,10929,,1
42487586,42487588,Undirected,10930,,2
42487588,42487591,Undirected,10932,,2
42487588,42477295,Undirected,10934,,1
42487591,42487594,Undirected,10935,,2
42487591,42529874,Undirected,10937,,1
42487594,42477302,Undirected,10938,,1
