Id,accident_count,street_name
42477959,0,"Mother Gaston Boulevard, Hull Street"
42477962,0,Broadway
42477968,1,"Division Avenue, Wythe Avenue"
42477970,0,"Berry Street, Division Avenue"
42477972,1,Division Avenue
42477974,0,"Bedford Avenue, Division Avenue"
42477980,1,Division Avenue
42477986,0,"Clymer Street, Division Avenue"
42477990,0,"Division Avenue, Lee Avenue"
42477995,1,"Roebling Street, Division Avenue"
42478001,1,"Havemeyer Street, Division Avenue"
42478008,1,"Williamsburg Street West, Division Avenue"
42478023,0,"Division Avenue, Rodney Street"
42478025,1,Division Avenue
42478027,0,"Keap Street, Division Avenue, Harrison Avenue"
42478058,1,"2nd Avenue, 7th Street"
42478065,0,"4th Avenue, 7th Street"
42478076,0,"7th Street, 7th Avenue"
42478081,1,"7th Street, 8th Avenue"
42478093,3,"Sackett Street, Degraw Street, Van Brunt Street"
42478096,1,"Sackett Street, Columbia Street"
42478102,0,"Hicks Street, Sackett Street"
42478107,0,"Hicks Street, Sackett Street"
42478109,2,"Sackett Street, Henry Street"
42478111,0,"Clinton Street, Sackett Street"
42478113,1,"Sackett Street, Court Street"
42478116,0,"Smith Street, Sackett Street"
42478118,2,"Hoyt Street, Sackett Street"
42478127,1,"Nevins Street, Sackett Street"
42478132,0,"4th Avenue, Sackett Street"
42478146,0,"Hamilton Avenue, Columbia Street"
42478151,0,"Hicks Street, Hamilton Avenue"
42478154,0,Hamilton Avenue
42478160,0,"Hamilton Avenue, Henry Street"
42478164,1,Hamilton Avenue
42478170,0,"Clinton Street, Hamilton Avenue"
42478180,0,"Hamilton Avenue, Centre Street"
42478183,0,"Hamilton Avenue, Court Street"
42478187,0,Hamilton Avenue
42478191,0,"Smith Street, Lorraine Street, Hamilton Avenue"
42478194,0,"Smith Street, Hamilton Avenue"
42478225,0,"Woodhull Street, Hamilton Avenue"
42478228,0,"Hamilton Avenue, Columbia Street"
42478233,0,Hamilton Avenue
42478270,1,"Luquer Street, Hamilton Avenue"
42478277,0,Hamilton Avenue
42478281,1,"Clinton Street, Hamilton Avenue"
42478283,0,Hamilton Avenue
42478287,0,"Hamilton Avenue, Garnet Street"
42478289,0,"Hamilton Avenue, Court Street"
42478290,1,Hamilton Avenue
42478292,0,"Bush Street, Hamilton Avenue"
42478307,0,"14th Street, Hamilton Avenue, Hamilton Place"
42478335,1,"Hamilton Avenue, Van Brunt Street"
42478369,1,"Washington Avenue, Flushing Avenue"
42478376,7,"Washington Avenue, Myrtle Avenue"
42478381,2,"Washington Avenue, Willoughby Avenue"
42478390,2,"Washington Avenue, DeKalb Avenue"
42478396,1,"Washington Avenue, Lafayette Avenue"
42478400,3,"Washington Avenue, Greene Avenue"
42478403,3,"Washington Avenue, Gates Avenue"
42478411,0,"Washington Avenue, Atlantic Avenue"
42478421,1,"Washington Avenue, Pacific Street"
42478432,3,"Washington Avenue, Dean Street"
42478436,1,"Washington Avenue, Bergen Street"
42478438,1,"Washington Avenue, Saint Marks Avenue"
42478446,1,"Washington Avenue, Park Place"
42478450,0,"Washington Avenue, Grand Avenue"
42478455,4,"Saint Johns Place, Washington Avenue"
42478458,2,"Washington Avenue, Lincoln Place"
42478460,0,Washington Avenue
42478464,1,"Washington Avenue, President Street"
42478469,2,"Washington Avenue, Crown Street"
42478471,9,"Washington Avenue, Montgomery Street"
42478474,0,Washington Avenue
42478475,4,"Washington Avenue, Empire Boulevard"
42478478,2,"Sterling Street, Washington Avenue"
42478481,2,"Lincoln Road, Washington Avenue"
42478513,0,Clove Road
42478516,1,Empire Boulevard
42478536,0,"Liberty Avenue, Wyona Street"
42478540,0,"Glenmore Avenue, Wyona Street"
42478543,2,"Pitkin Avenue, Wyona Street"
42478547,0,"Belmont Avenue, Wyona Street"
42478550,0,"Sutter Avenue, Wyona Street"
42478553,1,"Blake Avenue, Wyona Street"
42478556,2,"Dumont Avenue, Wyona Street"
42478561,1,"Riverdale Avenue, Wyona Street"
42478643,2,"New Lots Avenue, Wyona Street"
42478658,0,"Herkimer Street, Prescott Place"
42478660,3,Atlantic Avenue
42478670,0,"Bay 19th Street, 86th Street"
42478673,0,Benson Avenue
42478677,0,"Bay 19th Street, Benson Avenue"
42478678,1,"Bay 19th Street, Bath Avenue"
42478681,0,"Bay 19th Street, Cropsey Avenue"
42478686,0,Shore Parkway
42478695,0,"88th Street, Dahlgren Place"
42478697,0,Dahlgren Place
42478701,3,"Dahlgren Place, 92nd Street"
42478705,0,Dahlgren Place
42478707,0,Dahlgren Place
42478712,1,"Holly Street, Loring Avenue"
42478715,3,"Euclid Avenue, Loring Avenue"
42478719,1,"Pine Street, Loring Avenue"
42478722,3,"Autumn Avenue, Loring Avenue"
42478725,1,"Eldert Lane, Loring Avenue"
42478737,4,"Emerald Street, Stanley Avenue, Amber Street, Loring Avenue"
42478748,1,"86th Street, West 7th Street"
42478771,0,"Georgetown Lane, Avenue M"
42478774,0,"Georgetown Lane, Avenue N"
42478779,1,"Paerdegat 6th Street, Paerdegat Avenue North"
42478783,0,"Flatbush Avenue, Albemarle Road"
42478786,0,"Bedford Avenue, Albemarle Road"
42478789,0,"Oakland Place, Albemarle Road"
42478791,1,Albemarle Road
42478796,0,"Veronica Place, Albemarle Road"
42478799,2,"Rogers Avenue, Albemarle Road"
42478803,0,"East 28th Street, Albemarle Road"
42478813,0,Nostrand Avenue
42478820,1,"Coney Island Avenue, Albemarle Road"
42478822,0,"Westminster Road, Albemarle Road"
42478828,0,"Rugby Road, Albemarle Road"
42478831,0,"Buckingham Road, Marlborough Road, Albemarle Road"
42478842,0,Albemarle Road
42478844,1,"East 18th Street, Albemarle Road"
42478848,2,"Ocean Avenue, Albemarle Road"
42478851,2,"East 21st Street, Albemarle Road"
42478853,1,"Flatbush Avenue, Albemarle Road"
42478856,1,"Tehama Street, Dahill Road"
42478859,0,"McDonald Avenue, Albemarle Road"
42478863,2,"East 2nd Street, Albemarle Road"
42478866,0,"East 3rd Street, Albemarle Road"
42478870,0,"East 4th Street, Albemarle Road"
42478874,2,Albemarle Road
42478877,0,"Ocean Parkway, Albemarle Road"
42478881,0,"Bayview Avenue, Neptune Avenue"
42478882,3,"West 31st Street, Mermaid Avenue"
42478885,1,"West 31st Street, Surf Avenue"
42478891,0,Village Court
42478892,0,"Village Court, Village Road South"
42478897,0,"East 105th Street, Flatlands 2nd Street"
42478902,0,Driggs Avenue
42478904,1,"Diamond Street, Nassau Avenue"
42478906,0,"Norman Avenue, Diamond Street"
42478907,0,"Meserole Avenue, Diamond Street"
42478909,0,"Diamond Street, Calyer Street"
42478913,0,"Ridgewood Avenue, Warwick Street"
42478915,0,"Ridgewood Avenue, Ashford Street"
42478918,0,"Cleveland Street, Ridgewood Avenue"
42478920,2,"Elton Street, Ridgewood Avenue"
42478926,0,"Essex Street, Ridgewood Avenue"
42478932,1,"Ridgewood Avenue, Shepherd Avenue"
42478936,3,"Ridgewood Avenue, Highland Place"
42478938,0,"Ridgewood Avenue, Hale Avenue"
42478941,0,"Force Tube Avenue, Ridgewood Avenue"
42478943,1,"Norwood Avenue, Ridgewood Avenue"
42478944,1,"Ridgewood Avenue, Logan Street"
42478947,0,"Richmond Street, Ridgewood Avenue"
42478950,1,"Ridgewood Avenue, Chestnut Street"
42478954,3,"Euclid Avenue, Ridgewood Avenue"
42478957,0,"Ridgewood Avenue, Pine Street"
42478961,0,"Ridgewood Avenue, Hemlock Street"
42478963,1,"Ridgewood Avenue, Autumn Avenue"
42478967,4,"Ridgewood Avenue, Lincoln Avenue"
42478972,0,"Nichols Avenue, Ridgewood Avenue"
42478977,6,"Ridgewood Avenue, Grant Avenue"
42478991,0,Cypress Court
42478997,2,"Cornelia Street, Broadway"
42478999,1,"Cornelia Street, Bushwick Avenue"
42479002,0,"Cornelia Street, Evergreen Avenue"
42479004,1,"Central Avenue, Cornelia Street"
42479006,0,"Cornelia Street, Wilson Avenue"
42479008,2,"Cornelia Street, Knickerbocker Avenue"
42479011,1,Irving Avenue
42479021,1,Court Street
42479023,0,"Smith Street, Douglass Street"
42479028,0,"Hoyt Street, Douglass Street"
42479032,0,Douglass Street
42479037,0,"Nevins Street, Douglass Street"
42479040,0,"4th Avenue, Douglass Street"
42479053,0,Brighton 3rd Road
42479055,1,"Fillmore Avenue, Gerritsen Avenue"
42479057,1,Fillmore Avenue
42479060,0,"Fillmore Avenue, Burnett Street"
42479063,0,Fillmore Avenue
42479066,0,"Fillmore Avenue, Marine Parkway"
42479068,0,Fillmore Avenue
42479070,0,"East 33rd Street, Fillmore Avenue"
42479071,1,"Fillmore Avenue, East 34th Street"
42479072,0,"East 36th Street, Fillmore Avenue"
42479074,0,"Fillmore Avenue, East 37th Street"
42479075,0,"Fillmore Avenue, East 38th Street"
42479078,1,"Fillmore Avenue, Ryder Street"
42479080,0,"Fillmore Avenue, Kimball Street"
42479084,2,"Fillmore Avenue, Coleman Street"
42479092,1,"Hendrickson Street, Fillmore Avenue"
42479098,0,"Flatbush Avenue, Fillmore Avenue"
42479106,0,"Flatbush Avenue, Fillmore Avenue"
42479109,1,Fillmore Avenue
42479116,3,"Fillmore Avenue, Utica Avenue"
42479120,0,"Fillmore Avenue, East 51st Street"
42479124,1,"Fillmore Avenue, East 52nd Street"
42479128,1,"Fillmore Avenue, East 54th Street"
42479131,1,"East 55th Street, Fillmore Avenue"
42479137,0,"Fillmore Avenue, East 57th Street"
42479140,0,"Fillmore Avenue, Avenue T"
42479144,0,Broadway
42479148,1,"Howard Avenue, Madison Street"
42479153,1,"Putnam Avenue, Howard Avenue"
42479155,1,"Howard Avenue, Jefferson Avenue"
42479159,0,"Hancock Street, Howard Avenue"
42479161,3,"Howard Avenue, Halsey Street"
42479164,0,"Howard Avenue, Macon Street"
42479167,1,"Howard Avenue, MacDonough Street"
42479171,0,"Howard Avenue, Decatur Street"
42479174,1,"Bainbridge Street, Howard Avenue"
42479176,1,"Howard Avenue, Chauncey Street"
42479181,1,"Howard Avenue, MacDougal Street"
42479194,5,"Howard Avenue, Sutter Avenue"
42479201,0,"Howard Avenue, Blake Avenue"
42479204,3,"Howard Avenue, Dumont Avenue"
42479213,0,"Herkimer Street, Howard Avenue"
42479217,1,"Atlantic Avenue, Howard Avenue"
42479220,2,"Howard Avenue, Pacific Street"
42479223,1,"Howard Avenue, Dean Street"
42479227,2,Howard Avenue
42479230,1,"Saint Marks Avenue, Howard Avenue"
42479234,2,"Howard Avenue, Park Place"
42479237,2,"Saint Johns Place, Howard Avenue"
42479244,0,"Lincoln Place, Howard Avenue"
42479249,0,Nassau Avenue
42479254,0,"Banker Street, Nassau Avenue"
42479268,0,Nassau Avenue
42479273,0,"Guernsey Street, Nassau Avenue"
42479277,1,"Nassau Avenue, Lorimer Street"
42479281,0,"Nassau Avenue, Manhattan Avenue"
42479283,0,"Nassau Avenue, Leonard Street"
42479286,1,"Eckford Street, Nassau Avenue"
42479294,0,"Nassau Avenue, Newel Street"
42479299,0,"Nassau Avenue, Jewel Street"
42479372,0,"Nassau Avenue, Humboldt Street"
42479378,0,"North Henry Street, Nassau Avenue"
42479382,2,"Nassau Avenue, Monitor Street"
42479388,1,"Nassau Avenue, Kingsland Avenue"
42479397,4,"Nassau Avenue, Sutton Street"
42479402,1,"Morgan Avenue, Nassau Avenue"
42479403,1,"Hausman Street, Nassau Avenue"
42479405,0,"Van Dam Street, Nassau Avenue"
42479406,0,"Varick Street, Nassau Avenue"
42479416,0,"Ryder Street, Coleman Street, Flatlands Avenue"
42479423,2,"Avenue P, Coleman Street"
42479432,0,"Avenue R, Coleman Street"
42479436,0,"Coleman Street, Avenue S"
42479441,1,"Coleman Street, Avenue T"
42479444,2,"Avenue U, Coleman Street"
42479451,1,Avenue V
42479465,0,"John Street, Bridge Street"
42479483,0,"Foster Avenue, Corbin Court"
42479500,3,Bushwick Avenue
42479505,0,"Noll Street, Stanwix Street"
42479511,0,"Noll Street, Evergreen Avenue"
42479515,3,"Central Avenue, Noll Street"
42479524,0,"Noll Street, Wilson Avenue"
42479528,1,"Noll Street, Flushing Avenue"
42479540,1,"Bay 8th Street, 86th Street"
42479542,0,"Benson Avenue, Bay 8th Street"
42479544,0,"Bay 8th Street, Bath Avenue"
42479545,2,"Bay 8th Street, Cropsey Avenue"
42479555,2,"Independence Avenue, Bay 8th Street"
42479591,0,Canarsie Road
42479593,1,"Seaview Court, East 96th Street"
42479603,1,"Franklin Avenue, Montgomery Street"
42479606,1,"McKeever Place, Montgomery Street"
42479610,2,"Bedford Avenue, Montgomery Street"
42479613,1,"Stoddard Place, Montgomery Street"
42479617,1,"Ludlam Place, Montgomery Street"
42479621,0,"Rogers Avenue, Montgomery Street"
42479624,0,"Dearborn Court, Montgomery Street"
42479627,0,"Nostrand Avenue, Montgomery Street"
42479632,1,"New York Avenue, Montgomery Street"
42479634,3,"Montgomery Street, Brooklyn Avenue"
42479640,1,"Montgomery Street, Troy Avenue"
42479643,2,"Schenectady Avenue, Montgomery Street"
42479645,2,"Utica Avenue, Montgomery Street"
42479646,0,East New York Avenue
42479649,3,"Saint James Place, Lafayette Avenue"
42479654,1,Saint James Place
42479658,2,"Saint James Place, Greene Avenue"
42479660,0,"Saint James Place, Gates Avenue"
42479663,1,"Lefferts Place, Saint James Place"
42479665,1,"Atlantic Avenue, Saint James Place"
42479673,0,"Canarsie Road, Rost Place"
42479676,0,"Rost Place, East 94th Street"
42479678,0,"Cortelyou Road, Coney Island Avenue"
42479680,1,"Cortelyou Road, Westminster Road"
42479685,3,"Rugby Road, Cortelyou Road"
42479690,1,"Cortelyou Road, Marlborough Road"
42479696,0,"Cortelyou Road, East 16th Street"
42479700,0,"Cortelyou Road, East 17th Street"
42479707,1,"Cortelyou Road, East 18th Street"
42479713,5,"Cortelyou Road, Ocean Avenue"
42479714,2,"Cortelyou Road, East 21st Street"
42479725,0,"Cortelyou Road, East 22nd Street"
42479735,1,"Cortelyou Road, East 23rd Street"
42479740,0,"Bedford Avenue, Cortelyou Road"
42479745,0,"Cortelyou Road, Lott Street"
42479748,0,"Cortelyou Road, East 25th Street"
42479756,0,Cortelyou Road
42479761,4,"Cortelyou Road, Rogers Avenue"
42479840,2,"Cortelyou Road, East 28th Street"
42479843,1,"Cortelyou Road, Nostrand Avenue"
42479846,1,"Cortelyou Road, East 31st Street"
42479852,1,"New York Avenue, Cortelyou Road"
42479854,1,"Cortelyou Road, East 34th Street"
42479856,2,"Cortelyou Road, Brooklyn Avenue"
42479866,0,"Cortelyou Road, East 38th Street"
42479918,0,"Cortelyou Road, Dahill Road"
42479921,0,"Cortelyou Road, McDonald Avenue"
42479927,2,"Cortelyou Road, East 2nd Street"
42479930,1,"Cortelyou Road, East 3rd Street"
42479938,3,"Cortelyou Road, East 5th Street"
42479942,2,"Ocean Parkway, Cortelyou Road"
42479945,4,"Ocean Parkway, Cortelyou Road"
42479950,0,"Cortelyou Road, Ocean Parkway"
42479953,1,"East 7th Street, Cortelyou Road"
42479956,2,"Cortelyou Road, East 8th Street"
42479961,0,"Cortelyou Road, East 9th Street"
42479966,1,"Cortelyou Road, Coney Island Avenue"
42480022,0,"Mill Avenue, East 57th Place"
42480025,2,"Bay 34th Street, 86th Street"
42480032,0,"Bay 34th Street, Benson Avenue"
42480037,0,"Bay 34th Street, Bath Avenue"
42480041,1,Cropsey Avenue
42480055,1,"North 7th Street, Wythe Avenue"
42480062,1,"North 7th Street, Berry Street"
42480066,0,"North 7th Street, Bedford Avenue"
42480069,1,"North 7th Street, Driggs Avenue"
42480071,0,"North 7th Street, Roebling Street"
42480075,0,"North 7th Street, Havemeyer Street"
42480086,3,"Havemeyer Street, Broadway"
42480088,3,"Havemeyer Street, South 5th Street"
42480096,1,"Havemeyer Street, South 2nd Street"
42480099,0,"Havemeyer Street, South 1st Street"
42480109,1,"Havemeyer Street, Grand Street"
42480117,0,"Havemeyer Street, Hope Street"
42480120,0,Metropolitan Avenue
42480130,0,Withers Street
42480132,0,"Havemeyer Street, North 8th Street"
42480139,0,"North 6th Street, Havemeyer Street"
42480143,0,Havemeyer Street
42480149,1,Metropolitan Avenue
42480153,1,Gates Avenue
42480155,1,"Putnam Avenue, Irving Place"
42480160,0,"East 61st Street, Ralph Avenue"
42480162,0,"East 61st Street, Avenue T"
42480164,0,Avenue U
42480170,1,"Benson Avenue, Bay 10th Street"
42480174,1,"Bath Avenue, Bay 10th Street"
42480177,0,"Bay 10th Street, Cropsey Avenue"
42480180,0,Independence Avenue
42480185,0,Farragut Road
42480199,0,"West 16th Street, Shore Parkway North, West 15th Street"
42480200,0,"Stillwell Avenue, Shore Parkway North"
42480207,1,"Shore Parkway, Colby Court, Bokee Court"
42480208,1,"West 3rd Street, Shore Parkway"
42480218,3,"West Street, Shore Parkway"
42480220,0,Shore Parkway
42480221,0,"Ocean Parkway, Shore Parkway"
42480222,2,Shore Parkway
42480223,0,"East 7th Street, Shore Parkway"
42480227,1,"East 14th Street, Shore Parkway"
42480230,2,"Sheepshead Bay Road, Shore Parkway, East 16th Street"
42480231,2,"Ocean Avenue, Shore Parkway"
42480232,0,Shore Parkway
42480234,8,"East 22nd Street, Shore Parkway"
42480236,3,Shore Parkway
42480237,0,"East 23rd Street, Shore Parkway"
42480238,0,"Bedford Avenue, Shore Parkway"
42480239,3,"East 27th Street, Shore Parkway"
42480240,0,Shore Parkway
42480241,0,"Nostrand Avenue, Shore Parkway"
42480242,3,"Haring Street, Shore Parkway"
42480244,0,Shore Parkway
42480246,0,"Batchelder Street, Shore Parkway"
42480249,0,"Ford Street, Shore Parkway"
42480252,0,"Coyle Street, Shore Parkway"
42480256,0,"Bragg Street, Shore Parkway"
42480265,0,Shore Parkway
42480267,0,"Knapp Street, Shore Parkway"
42480280,0,Shore Parkway North
42480288,2,Shore Parkway North
42480290,0,"Shore Parkway North, 25th Avenue"
42480294,0,Shore Parkway North
42480298,1,"26th Avenue, Shore Parkway North"
42480306,1,"Shore Parkway North, Bay 44th Street"
42480315,0,"Shore Parkway North, Bay 46th Street"
42480320,6,"Shore Parkway North, Bay 49th Street"
42480335,0,"16th Avenue, Shore Parkway"
42480339,0,Shore Parkway
42480343,0,"Bay 14th Street, Shore Parkway"
42480353,1,"Bay 17th Street, Shore Parkway"
42480356,1,"18th Avenue, Shore Parkway"
42480360,1,"Bay 20th Street, Shore Parkway"
42480365,1,"19th Avenue, Shore Parkway"
42480369,6,"20th Avenue, 21st Avenue, Shore Parkway"
42480391,0,"Stuart Street, Avenue R"
42480403,0,"Stuart Street, Avenue S"
42480406,0,"Stuart Street, Avenue T"
42480408,0,"Stuart Street, Avenue U"
42480410,1,"Stuart Street, Avenue V"
42480412,0,"Stuart Street, Whitney Avenue"
42480414,0,"Stuart Street, Avenue X"
42480422,0,"Stillwell Avenue, 28th Avenue"
42480424,1,"Bath Avenue, 28th Avenue"
42480428,1,"Harway Avenue, 28th Avenue"
42480445,0,"29th Street, 4th Avenue"
42480464,0,"29th Street, 2nd Avenue"
42480470,0,"46th Street, 2nd Avenue"
42480476,0,"4th Avenue, 46th Street"
42480487,0,"46th Street, 7th Avenue"
42480491,2,"46th Street, 8th Avenue"
42480496,1,"46th Street, 10th Avenue"
42480500,0,"46th Street, 11th Avenue"
42480505,2,"13th Avenue, 46th Street"
42480508,1,"46th Street, 14th Avenue"
42480510,0,"15th Avenue, 46th Street"
42480513,2,"16th Avenue, 46th Street"
42480516,0,"46th Street, 17th Avenue"
42480520,1,18th Avenue
42480527,0,"Hicks Street, Rapelye Street"
42480534,0,"Rapelye Street, Henry Street"
42480552,0,"Halleck Street, Bryant Street, Clinton Street, Court Street"
42480555,0,"Halleck Street, Smith Street"
42480566,0,"Duffield Street, Metrotech Center"
42480569,0,"Bridge Street, Metrotech Center"
42480571,3,"Lawrence Street, Metrotech Center"
42480580,1,"Pennsylvania Avenue, Hornell Loop"
42480590,1,"Pennsylvania Avenue, Hornell Loop"
42480600,0,"Shell Road, Shore Parkway"
42480605,0,"Ocean Parkway, Shore Parkway"
42480619,0,Shore Parkway
42480640,0,"East 13th Street, Shore Parkway"
42480648,0,Shore Parkway
42480679,0,"Shore Parkway, East 16th Street"
42480683,0,Shore Parkway
42480688,11,"Sheepshead Bay Road, Shore Parkway"
42480692,0,"Ocean Avenue, Shore Parkway"
42480696,1,Shore Parkway
42480700,0,Shore Parkway
42480703,0,"East 23rd Street, Shore Parkway"
42480709,0,"Bedford Avenue, Shore Parkway"
42480716,3,Shore Parkway
42480721,0,"East 28th Street, Shore Parkway"
42480734,0,"Nostrand Avenue, Shore Parkway"
42480736,6,"Haring Street, Shore Parkway"
42480745,0,Shore Parkway
42480753,0,"Batchelder Street, Shore Parkway"
42480757,1,Shore Parkway
42480766,0,Shore Parkway
42480769,0,"Knapp Street, Plumb 1st Street, Shore Parkway"
42480793,0,"Wolf Place, West 6th Street"
42480797,0,"West 5th Street, Wolf Place"
42480801,0,"Van Sicklen Street, Wolf Place"
42480960,0,Flatlands Avenue
42480966,0,"Ralph Avenue, East 77th Street"
42480968,1,Glenwood Road
42480973,0,McDonald Avenue
42480974,0,"Seeley Street, 20th Street"
42480979,0,"Seeley Street, 18th Street"
42480985,0,"Seeley Street, Temple Court"
42481022,4,"Navy Street, Sands Street"
42481025,8,"Navy Street, Flushing Avenue, Nassau Street"
42481037,0,Navy Street
42481485,1,"Brighton 2nd Street, Ocean View Avenue"
42481501,0,"Brighton Beach Avenue, Brighton 2nd Street"
42481505,0,"Brighton 2nd Street, Brightwater Court"
42481516,0,"Ocean Parkway, Sea Breeze Avenue"
42481518,1,"West 1st Street, Sea Breeze Avenue"
42481520,1,"West 5th Street, Sea Breeze Avenue"
42481529,4,"Nostrand Avenue, Flushing Avenue"
42481534,4,"Myrtle Avenue, Nostrand Avenue"
42481537,0,Nostrand Avenue
42481546,4,"Nostrand Avenue, Pulaski Street"
42481550,5,"DeKalb Avenue, Nostrand Avenue"
42481555,3,"Kosciuszko Street, Nostrand Avenue"
42481558,5,"Nostrand Avenue, Lafayette Avenue"
42481562,2,"Nostrand Avenue, Clifton Place"
42481566,2,"Nostrand Avenue, Greene Avenue"
42481569,1,"Lexington Avenue, Nostrand Avenue"
42481572,4,"Nostrand Avenue, Quincy Street"
42481580,5,"Nostrand Avenue, Gates Avenue"
42481581,1,"Nostrand Avenue, Monroe Street"
42481583,2,"Nostrand Avenue, Madison Street"
42481586,3,"Putnam Avenue, Nostrand Avenue"
42481589,1,"Nostrand Avenue, Jefferson Avenue"
42481590,3,"Nostrand Avenue, Hancock Street"
42481593,3,"Nostrand Avenue, Halsey Street"
42481599,1,"Nostrand Avenue, Macon Street"
42481606,2,"Herkimer Street, Nostrand Avenue"
42481610,3,"Atlantic Avenue, Nostrand Avenue"
42481613,7,"Nostrand Avenue, Pacific Street"
42481615,2,"Nostrand Avenue, Dean Street"
42481619,3,"Bergen Street, Nostrand Avenue"
42481621,0,"Saint Marks Avenue, Nostrand Avenue"
42481627,2,"Nostrand Avenue, Park Place"
42481637,6,"Saint Johns Place, Nostrand Avenue"
42481641,2,"Lincoln Place, Nostrand Avenue"
42481645,1,"Union Street, Nostrand Avenue"
42481648,0,"President Street, Nostrand Avenue"
42481652,1,"Crown Street, Nostrand Avenue"
42481657,1,"Nostrand Avenue, Sullivan Place"
42481659,5,"Nostrand Avenue, Empire Boulevard"
42481663,2,"Sterling Street, Nostrand Avenue"
42481669,0,"Lincoln Road, Nostrand Avenue"
42481672,0,"Maple Street, Nostrand Avenue"
42481677,3,"Rutland Road, Nostrand Avenue"
42481679,1,"Fenimore Street, Nostrand Avenue"
42481683,1,"Nostrand Avenue, Hawthorne Street"
42481687,0,"Winthrop Street, Nostrand Avenue"
42481690,1,"Nostrand Avenue, Parkside Avenue"
42481693,5,"Nostrand Avenue, Clarkson Avenue"
42481699,4,"Linden Boulevard, Nostrand Avenue"
42481702,4,"Nostrand Avenue, Martense Street"
42481708,8,"Church Avenue, Nostrand Avenue"
42481710,1,Nostrand Avenue
42481713,9,"Nostrand Avenue, Snyder Avenue"
42481716,2,"Nostrand Avenue, Tilden Avenue"
42481722,1,"Nostrand Avenue, Beverley Road"
42481730,1,"Avenue D, Nostrand Avenue"
42481733,1,"Nostrand Avenue, Newkirk Avenue"
42481738,7,"Foster Avenue, Nostrand Avenue"
42481740,4,"Nostrand Avenue, Farragut Road"
42481743,3,"Nostrand Avenue, Glenwood Road"
42481750,4,"Avenue H, Nostrand Avenue"
42481760,2,"Avenue I, Nostrand Avenue"
42481764,1,"Nostrand Avenue, Avenue J"
42481769,1,"Nostrand Avenue, Avenue K"
42481771,3,"Nostrand Avenue, Avenue L"
42481774,0,"Avenue M, Nostrand Avenue"
42481778,0,"Nostrand Avenue, Avenue N"
42481782,2,"Nostrand Avenue, Kings Highway"
42481786,3,"Nostrand Avenue, Marine Parkway"
42481789,0,Nostrand Avenue
42481792,0,"Nostrand Avenue, Avenue P"
42481797,1,"Nostrand Avenue, Avenue P"
42481808,1,"Nostrand Avenue, Gerritsen Avenue"
42481812,3,"Avenue R, Nostrand Avenue"
42481816,2,"Nostrand Avenue, Avenue S"
42481820,1,"Nostrand Avenue, Avenue T"
42481822,3,"Avenue U, Nostrand Avenue"
42481825,0,"Nostrand Avenue, Gravesend Neck Road"
42481831,1,"Nostrand Avenue, Avenue V"
42481836,3,"Nostrand Avenue, Avenue W"
42481842,6,"Nostrand Avenue, Avenue Y"
42481844,0,"Nostrand Avenue, Avenue Z"
42481847,0,"Nostrand Avenue, Voorhies Avenue"
42481888,1,"Johnson Street, Adams Street"
42481889,5,"Jay Street, Tech Place"
42481908,3,Johnson Street
42481921,1,"Keap Street, Hope Street"
42481931,0,"Union Avenue, Hope Street"
42481938,0,Roebling Street
42481948,3,"Flatbush Avenue, Empire Boulevard, Ocean Avenue"
42481954,1,Empire Boulevard
42481959,0,"Empire Boulevard, McKeever Place"
42481965,5,"Bedford Avenue, Empire Boulevard"
42481968,5,"Empire Boulevard, Rogers Avenue"
42481975,4,"New York Avenue, Empire Boulevard"
42481979,0,"Empire Boulevard, Brooklyn Avenue"
42481982,3,"Balfour Place, Empire Boulevard"
42481985,5,"Empire Boulevard, Troy Avenue"
42481987,2,"Schenectady Avenue, Empire Boulevard"
42481993,1,"Columbia Street, Congress Street"
42482000,0,"Hicks Street, Congress Street"
42482011,1,"Hicks Street, Congress Street"
42482014,2,"Henry Street, Congress Street"
42482017,0,"Clinton Street, Congress Street"
42482020,0,Court Street
42482024,1,"Richmond Street, Etna Street"
42482027,0,"Richmond Street, Dinsmore Place"
42482032,0,"Williamsburg Street East, Penn Street"
42482034,1,Wythe Avenue
42482037,2,"Bedford Avenue, Penn Street"
42482039,4,"Penn Street, Lee Avenue"
42482042,0,"Marcy Avenue, Penn Street"
42482044,0,"Harrison Avenue, Penn Street"
42482048,1,"Broadway, Penn Street"
42482069,0,"East 105th Street, Avenue D"
42482071,0,"Foster Avenue, East 105th Street, Bank Street"
42482076,2,"East 105th Street, Farragut Road"
42482079,0,"East 105th Street, Glenwood Road"
42482085,1,"East 105th Street, Flatlands Avenue"
42482087,1,"East 105th Street, Avenue J"
42482089,0,East 105th Street
42482093,0,"East 105th Street, Avenue K"
42482098,0,"East 105th Street, Flatlands 4th Street"
42482101,1,"East 105th Street, Avenue L"
42482106,0,East 105th Street
42482108,0,"East 105th Street, Flatlands 6th Street"
42482110,0,"East 105th Street, Avenue M"
42482113,0,East 105th Street
42482116,0,"East 105th Street, Flatlands 8th Street"
42482120,1,"East 105th Street, Avenue N"
42482126,0,East 105th Street
42482135,0,"East 105th Street, Flatlands 10th Street"
42482165,3,"Marcy Avenue, Rodney Street"
42482168,1,"Marcy Avenue, Keap Street"
42482174,1,"Marcy Avenue, Hooper Street"
42482178,0,"Marcy Avenue, Hewes Street"
